Title,Release_Year,Location,Fun_Facts,Production_Company,Distributor,Director,Writer,Actor_1,Actor_2,Actor_3,Latitude,Longitude,Accuracy_Score,Accuracy_Type,Number,Street,City,State,County,Zip,Country
The Game,1997,Presidio (Golden Gate National Recreation Area),"In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use. ",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Meg Ryan,37.788407,-122.460315,1,street_center,,Presidio Ter,San Francisco,CA,San Francisco County,94118,San Francisco County
The Game,1997,Merchant Exchange Building,,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Meg Ryan,37.795598,-122.400413,1,street_center,,Merchant St,San Francisco,CA,San Francisco County,94111,San Francisco County
The Game,1997,Mason & California Streets (Nob Hill),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Meg Ryan,37.791835,-122.410818,0.8,intersection,,California St,San Francisco,CA,San Francisco County,94108,San Francisco County
The Game,1997,Harrison Street (The Embarcadero),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Meg Ryan,37.773297,-122.408913,1,street_center,,Harrison St,San Francisco,CA,San Francisco County,94103,San Francisco County
The Game,1997,City Club (155 Sansome Street),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Meg Ryan,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Game,1997,Bay Bridge,"Before opening in 1936, the bridge was blessed by Cardinal Secretary of State EugenioPacelli, who later became Pope Pius XII. ",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Meg Ryan,37.814193,-122.358463,1,street_center,,Bay Brg,San Francisco,CA,San Francisco County,94130,San Francisco County
The Game,1997,Bank of America Building (555 California Street),"The Bank of America Building was the tallest building on the West Coast from 1969-1972, when it was surpassed by the TransAmerica Pyramid. Today, the Bank of America building is the 5th tallest building on the West Coast.",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Meg Ryan,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Game,1997,301 Howard Street,,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Meg Ryan,37.789498,-122.394265,1,rooftop,301,Howard St,San Francisco,CA,San Francisco County,94105,San Francisco County
The Game,1997,1 Bush Street,,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Hector Elizondo,37.791092,-122.400122,1,rooftop,1,Bush St,San Francisco,CA,San Francisco County,94104,San Francisco County
The Graduate,1967,San Francisco Zoo (2701 Sloat Blvd.),,Embassy Pictures Corporation,Embassy Pictures Corporation,Mike Nichols,Calder Willingham,Anne Bancroft,Dustin Hoffman,Hector Elizondo,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Graduate,1967,Bay Bridge,"Before opening in 1936, the bridge was blessed by Cardinal Secretary of State Eugenio Pacelli, who later became Pope Pius XII. ",Embassy Pictures Corporation,Embassy Pictures Corporation,Mike Nichols,Calder Willingham,Anne Bancroft,Dustin Hoffman,Hector Elizondo,37.814193,-122.358463,1,street_center,,Bay Brg,San Francisco,CA,San Francisco County,94130,San Francisco County
The House on Telegraph Hill,1951,Telegraph Hill,"Largely untouched by the 1906 earthquake, Telegraph Hill has the most pre-1870 buildings in the city.",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Robert Wise,Elick Moll,Richard Basehart,,Hector Elizondo,37.802741,-122.407337,1,street_center,,Telegraph Pl,San Francisco,CA,San Francisco County,94133,San Francisco County
The House on Telegraph Hill,1951,Market Street,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Robert Wise,Elick Moll,Richard Basehart,,Hector Elizondo,37.774976,-122.419902,1,street_center,,Market St,San Francisco,CA,San Francisco County,94102,San Francisco County
The House on Telegraph Hill,1951,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Robert Wise,Elick Moll,Richard Basehart,,Hector Elizondo,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The House on Telegraph Hill,1951,1227 Montgomery Street,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Robert Wise,Elick Moll,Richard Basehart,,Hector Elizondo,37.800436,-122.404537,1,rooftop,1227,Montgomery St,San Francisco,CA,San Francisco County,94133,San Francisco County
The Internship,2013,Grant Ave from Sacramento to Clay,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corporation,Shawn Levy,Vince Vaughn,Vince Vaughn,Owen Wilson,Rose Byrne,37.797051,-122.406827,1,street_center,,Grant Ave,San Francisco,CA,San Francisco County,94133,San Francisco County
The Internship,2013,Montgomery and Union St.,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Shawn Levy,Vince Vaughn,Vince Vaughn,Owen Wilson,Rose Byrne,37.801038,-122.404429,1,intersection,,Montgomery St,San Francisco,CA,San Francisco County,94133,San Francisco County
The Internship,2013,Epic Roasthouse,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Shawn Levy,Vince Vaughn,Vince Vaughn,Owen Wilson,Rose Byrne,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Internship,2013,Players Arcade at Pier 39,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Shawn Levy,Vince Vaughn,Vince Vaughn,Owen Wilson,Rose Byrne,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Jazz Singer,1927,Coffee Dan's (O'Farrell Street at Powell),,Warner Bros. Pictures,Warner Bros. Pictures,Alan Crosland,Alfred A. Cohn,Al Jolson,,Amy Adams,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Lady from Shanghai,1947,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species. ",Columbia Pictures Corp.,Columbia Pictures,Orson Welles,Orson Welles,Rita Hayworth,Orson Welles,Thandie Newton,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Lady from Shanghai,1947,Mandarin Theatre (1021 Grant Avenue),The Mandarin Theatre was renamed the Sun Sing Theatre in 1949. It closed 1986.,Columbia Pictures Corp.,Columbia Pictures,Orson Welles,Orson Welles,Rita Hayworth,Orson Welles,Thandie Newton,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Lady from Shanghai,1947,Golden Gate Park,"The Playland amusement park where ""Hall of Mirrors"" sequence at the end of the movie was filmed has since been destroyed. However, relics from the park are now housed at the nearby Cliff House.",Columbia Pictures Corp.,Columbia Pictures,Orson Welles,Orson Welles,Rita Hayworth,Orson Welles,Thandie Newton,37.779414,-122.431952,1,street_center,,Golden Gate Ave,San Francisco,CA,San Francisco County,94115,San Francisco County
The Lady from Shanghai,1947,Former Hall of Justice (750 Kearny Street at Washington),,Columbia Pictures Corp.,Columbia Pictures,Orson Welles,Orson Welles,Rita Hayworth,Orson Welles,Thandie Newton,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Lineup,1958,War Memorial Opera House (401 Van Ness Avenue),In 1945 the United Nations had its first conference at The War Memorial Opera House.,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,,Dennis Quaid,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Lineup,1958,The Embarcadero,,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,,Dennis Quaid,37.800107,-122.397939,1,street_center,,The Embarcadero,San Francisco,CA,San Francisco County,94111,San Francisco County
The Lineup,1958,Sutro Baths (Point Lobos Avenue),,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,,Ed Harris,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Lineup,1958,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species. ",Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,,Ed Harris,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Lineup,1958,Pier 41,,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,,Ed Harris,37.795146,-122.394324,1,street_center,,Pier,San Francisco,CA,San Francisco County,94105,San Francisco County
The Lineup,1958,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,,Ed Harris,37.790349,-122.404671,1,street_center,,Mark Ln,San Francisco,CA,San Francisco County,94108,San Francisco County
The Lineup,1958,2090 Jackson Street,,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,,Ed Harris,37.793415,-122.429428,1,rooftop,2090,Jackson St,San Francisco,CA,San Francisco County,94109,San Francisco County
The Love Bug,1968,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Dean Jones,Michele Lee,Ed Harris,37.810827,-122.477578,1,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,San Francisco County
The Love Bug,1968,100 Block of Lombard Street,Lombard Street is not actually the most crooked in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.,Walt Disney Productions,Buena Vista Distribution,Robert Stevenson,Bill Walsh,Dean Jones,Michele Lee,Ed Harris,37.799674,-122.416491,0.8,street_center,,Black Pl,San Francisco,CA,San Francisco County,94133,San Francisco County
The Maltese Falcon,1941,Golden Gate Bridge,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Warner Bros. Pictures,Warner Bros. Pictures,John Huston,John Huston,Humphrey Bogart,Mary Astor,Selma Blair,37.810827,-122.477578,1,street_center,,Golden Gate Brg,San Francisco,CA,San Francisco County,94129,San Francisco County
The Maltese Falcon,1941,Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Warner Bros. Pictures,Warner Bros. Pictures,John Huston,John Huston,Humphrey Bogart,Mary Astor,Anne Baxter,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Maltese Falcon,1941,"Burritt Alley (Off Bush Street, between Powell and Stockton Streets)",,Warner Bros. Pictures,Warner Bros. Pictures,John Huston,John Huston,Humphrey Bogart,Mary Astor,,37.789851,-122.407404,0.97,intersection,,Burritt St,San Francisco,CA,San Francisco County,94108,San Francisco County
The Master,2012,Pier 7/ Embarcadero,,H.H. Project,Weinstein Company,Paul Thomas Anderson,Paul Thomas Anderson,Philip Seymour Hoffman,Joaquin Phoenix,William Holden,37.794996,-122.394324,0.92,intersection,,Pier,San Francisco,CA,San Francisco County,94105,San Francisco County
The Matrix,1999,skyline/ exterior scenes,,Silver Pictures,Warner Bros. Pictures,The Wachowski Brothers,The Wachowski Brothers,Keanu Reeves,Laurence Fishburne,William Holden,37.72541,-122.503041,1,street_center,,Skyline Blvd,San Francisco,CA,San Francisco County,94132,San Francisco County
The Net,1995,Moscone Convention Center,,Columbia Pictures Corp.,Columbia Pictures,Irwin Winkler,John Brancato,Sandra Bullock,Jeremy Northam,William Holden,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Net,1995,Montgomery & Market Streets,,Columbia Pictures Corp.,Columbia Pictures,Irwin Winkler,John Brancato,Sandra Bullock,Jeremy Northam,William Holden,37.789263,-122.401375,0.9,intersection,,Market St,San Francisco,CA,San Francisco County,94104,San Francisco County
The Other Sister,1999,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Mandeville Films,Buena Vista Pictures,Garry Marshall,Garry Marshall,Juliette Lewis,Diane Keaton,William Holden,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Other Sister,1999,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials.",Mandeville Films,Buena Vista Pictures,Garry Marshall,Garry Marshall,Juliette Lewis,Diane Keaton,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Other Sister,1999,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Mandeville Films,Buena Vista Pictures,Garry Marshall,Garry Marshall,Juliette Lewis,Diane Keaton,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Parent Trap,1998,Administration Building (Treasure Island),"An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.",Walt Disney Pictures,Buena Vista Pictures,Nancy Meyers,Nancy Meyers,Lindsay Lohan,Dennis Quaid,,37.776646,-122.417481,1,place,,,San Francisco,CA,San Francisco County,94101,San Francisco County
The Presidio,1988,Washington Street & Waverly Place (Chinatown),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,,37.795077,-122.407001,1,intersection,,Washington St,San Francisco,CA,San Francisco County,94108,San Francisco County
The Presidio,1988,Sansome Street (The Embarcadero),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,,37.796776,-122.401853,1,street_center,,Sansome St,San Francisco,CA,San Francisco County,94111,San Francisco County
The Presidio,1988,Presidio (Golden Gate National Recreation Area),"In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use. ",Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,,37.788407,-122.460315,1,street_center,,Presidio Ter,San Francisco,CA,San Francisco County,94118,San Francisco County
The Presidio,1988,Montgomery & Vallejo Streets (Telegraph Hill),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,,37.799172,-122.404053,1,intersection,,Montgomery St,San Francisco,CA,San Francisco County,94133,San Francisco County
The Presidio,1988,Market & 2nd Streets,,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,,37.789263,-122.401375,1,intersection,,2nd St,San Francisco,CA,San Francisco County,94105,San Francisco County
The Presidio,1988,Hayes & Polk Streets (Civic Center),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,,37.777512,-122.418043,1,intersection,,Hayes St,San Francisco,CA,San Francisco County,94102,San Francisco County
